UNC_YEAR,HSCD,COUNTRYCD,COUNTRYNM,TRADE_COUNTRYCD,TRADE_HSCD,TARIFF_AVG,SNDIST,NY_GDP_MKTP_CD,NY_GDP_MKTP_CD_1Y,SP_POP_TOTL,PA_NUS_FCRF,IC_BUS_EASE_DFRN_DB,KMDIST,TRADE_HSCD_COUNTRYCD,KR_TRADE_HSCD_COUNTRYCD
2018,190590,12,Algeria,42196119729 ,22234640370,27,3735.047389,175405660377 ,170163165961 ,42228429,100.6914333,46.22686,9954.009766,6788998,
2018,190590,36,Australia,240422685574 ,22234640370,1.2,11947.51136,1432881172002 ,1329188475752 ,24982688,1.035843097,80.76007,8329.652344,482560567,
2018,190590,40,Austria,186965232670 ,22234640370,2.8,4005.020029,455094861902 ,417237869116 ,8840521,,78.70694,8289.029297,499925873,
2018,190590,56,Belgium,461444842911 ,22234640370,2.8,4501.782826,543734366831 ,502698069367 ,11427054,,72.18146,8722.114258,769101370,
2018,190590,76,Brazil,185290138433 ,22234640370,17.1,10015.76907,1885482534238 ,2062831045936 ,209469333,2.156089151,55.80145,18364.50586,40817292,
2018,190590,104,Myanmar,21113013351 ,22234640370,13.4,5947.065298,76168043982 ,68945867478 ,53708395,933.5704541,42.97482,3796.142578,15094426,
2018,190590,124,Canada,462631936513 ,22234640370,3,7924.80854,1716262621082 ,1649878054227 ,37057765,1.02979657,79.30059,10617.70313,1172532537,
2018,190590,144,Sri Lanka,18419136335 ,22234640370,30,6910.058402,88425889592 ,87428125558 ,21670000,129.0690309,59.95122,5840.512695,2471509,
2018,190590,152,Chile,75903274076 ,22234640370,3.3,9682.793339,298258019275 ,277044950259 ,18729160,495.2728776,71.951,18375.18164,54055252,
2018,190590,156,China,2162214649902 ,22234640370,14.4,7075.536496,13894817549374 ,12310409370893 ,1392730000,6.195758346,65.20485333,955.651062,355831850,
2018,190590,203,Czechia,186473607616 ,22234640370,2.8,3802.065907,248908731818 ,218628940952 ,10629928,19.57058333,76.42162,8262.0625,278667446,
2018,190590,251,France,667420759741 ,22234640370,2.8,4663.877387,2787863958885 ,2595151045198 ,66965912,,76.01011,8981.466797,1413226420,
2018,190590,276,Germany,1315409332891 ,22234640370,2.8,4565.290081,3963767526251 ,3682602479929 ,82905782,,79.34962,8543.78418,1595941452,
2018,190590,320,Guatemala,13969525515 ,22234640370,14.4,8216.415821,73118147941 ,71612352645 ,16346950,7.85681375,61.52534,13029.69238,42987864,
2018,190590,344,"China, Hong Kong SAR",643394798125 ,22234640370,0,7253.412621,361696880781 ,341244161577 ,7451000,7.756,85.04858,2095.842529,329852349,
2018,190590,360,Indonesia,191443243509 ,22234640370,17.2,8520.27219,1042240309413 ,1015618742566 ,267663435,10461.24,66.70627333,5291.683594,48687209,
2018,190590,364,Iran,49556486747 ,22234640370,30,4403.452637,453996479250 ,445345256459 ,81800269,18414.44801,55.69678,6562.448242,6381495,
2018,190590,381,Italy,506856859377 ,22234640370,2.8,4219.362568,2091544955092 ,1961796197354 ,60421760,,73.19206,8982.65918,623316522,
2018,190590,392,Japan,759875312417 ,22234640370,12.4,7590.353818,4954806619995 ,4866864409658 ,126529100,97.59565828,78.09557667,1156.669556,373043164,
2018,190590,398,Kazakhstan,34721768925 ,22234640370,10.3,4139.984431,179339994859 ,166805800596 ,18276498.5,152.1291667,76.87746,4227.771973,69004202,
2018,190590,414,Kuwait,37380235154 ,22234640370,4.6,4558.430014,140645364238 ,120707220574 ,4137312,0.283583333,61.78943,7181.024902,82786785,
2018,190590,458,Malaysia,221735105989 ,22234640370,0.9,7193.003392,358715057124 ,319112136545 ,31528585,3.15090855,78.77204,4614.067383,45865102,
2018,190590,484,Mexico,473441791355 ,22234640370,8.8,8862.629885,1222348807283 ,1158913035796 ,126190788,12.77199167,73.42948,12066.00781,161458357,
2018,190590,496,Mongolia,6125977140 ,22234640370,5,4891.110079,13108769496 ,11425755280 ,3170208,1523.9275,67.40642,2003.103271,10032776,
2018,190590,528,Netherlands,548417493258 ,22234640370,2.8,4341.134649,914043438180 ,833869641687 ,17231624,,76.08463,8573.182617,907728016,
2018,190590,554,New Zealand,45058310241 ,22234640370,2.3,13015.7744,207920613962 ,205415864858 ,4841000,1.219407142,87.02213,10293.83691,122987288,
2018,190590,579,Norway,92821296616 ,22234640370,3.6,4294.317996,434166615432 ,398393955269 ,5311916,5.875,82.65956,7730.766602,285318154,
2018,190590,604,Peru,43743198163 ,22234640370,0,10270.12953,222044970486 ,211007207484 ,31989256,2.701899026,67.76048,16329.76465,18849281,
2018,190590,608,Philippines,119619804041 ,22234640370,14.1,8153.880673,346841896890 ,328480738147 ,106651922,42.44618483,59.33172,2615.750732,39219908,
2018,190590,616,Poland,271014771734 ,22234640370,2.8,3664.927434,587411745162 ,526508877305 ,37974750,3.160616667,77.85723,7753.967285,250541000,
2018,190590,643,Russian Federation,246605953599 ,22234640370,10.3,3390.636954,1669583089323 ,1574199387071 ,144477860,31.83714364,76.49870667,6614.064453,241863937,
2018,190590,682,Saudi Arabia,148653112350 ,22234640370,4.6,4895.714843,786521831572 ,688586244287 ,33699947,3.75,62.08336,7557.271973,259250136,
2018,190590,699,India,517005871911 ,22234640370,24,5621.408075,2713165057513 ,2652754685835 ,1352617328,58.59784542,60.88745,4692.671875,14672570,
2018,190590,702,Singapore,385054245178 ,22234640370,0,8373.639065,373217081851 ,341863349989 ,5638676,1.2513,85.57215,4676.682617,190229135,
2018,190590,704,Viet Nam,238190033672 ,22234640370,25,6793.862684,245213686369 ,223779865815 ,95540395,20933.41667,66.9796,2740.135254,46149203,
2018,190590,710,South Africa,96117430662 ,22234640370,12.5,7930.587372,368288939768 ,349554116684 ,57779622,9.655056069,65.32778,13723.41309,46674092,
2018,190590,724,Spain,380074959825 ,22234640370,2.8,4963.416699,1422153839841 ,1312539279462 ,46797754,,77.62772,10012.6416,537797016,
2018,190590,757,Switzerland,289593607423 ,22234640370,10,4352.663919,705140620047 ,679950481623 ,8514329,0.926903548,76.60784,8878.165039,370266892,
2018,190590,784,United Arab Emirates,254510973245 ,22234640370,4.6,5311.051054,422215043585 ,385605506855 ,9630959,3.6725,79.30036,6909.236328,288881972,
2018,190590,792,Turkey,234394880098 ,22234640370,6.6,3503.36073,778381859841 ,858988610574 ,82319724,1.903768242,70.9145,7967.700684,37295563,
2018,190590,818,Egypt,94326188483 ,22234640370,18.7,3904.990177,249712999437 ,235733695652 ,98423595,6.870325,55.79763,8497.368164,1374724,
2018,190590,826,United Kingdom,723877103929 ,22234640370,2.8,4893.2409,2860667727552 ,2666229179958 ,66460344,0.639660578,83.21535,8875.389648,1916924416,
2018,190590,842,USA,2629608381499 ,22234640370,,7709.062611,20580159776000 ,19519353692000 ,326687501,1,83.35241,11065.70215,3608337830,
2018,190230,12,Algeria,42196119729 ,2956761018,29.9,7208.084423,175405660377 ,170163165961 ,42228429,100.6914333,46.22686,9954.009766,795971,
2018,190230,36,Australia,240422685574 ,2956761018,2.8,10825.56719,1432881172002 ,1329188475752 ,24982688,1.035843097,80.76007,8329.652344,142720246,
2018,190230,40,Austria,186965232670 ,2956761018,5.6,3745.015479,455094861902 ,417237869116 ,8840521,,78.70694,8289.029297,30164153,
2018,190230,56,Belgium,461444842911 ,2956761018,5.6,4214.505476,543734366831 ,502698069367 ,11427054,,72.18146,8722.114258,44798675,
2018,190230,76,Brazil,185290138433 ,2956761018,15.2,11200.298,1885482534238 ,2062831045936 ,209469333,2.156089151,55.80145,18364.50586,3154508,
2018,190230,104,Myanmar,21113013351 ,2956761018,14.5,4079.434753,76168043982 ,68945867478 ,53708395,933.5704541,42.97482,3796.142578,3799234,
2018,190230,124,Canada,462631936513 ,2956761018,2.3,8103.697916,1716262621082 ,1649878054227 ,37057765,1.02979657,79.30059,10617.70313,136038570,
2018,190230,144,Sri Lanka,18419136335 ,2956761018,30,5537.1552,88425889592 ,87428125558 ,21670000,129.0690309,59.95122,5840.512695,533261,
2018,190230,152,Chile,75903274076 ,2956761018,3.4,10003.96728,298258019275 ,277044950259 ,18729160,495.2728776,71.951,18375.18164,3868934,
2018,190230,156,China,2162214649902 ,2956761018,14.4,6227.119784,13894817549374 ,12310409370893 ,1392730000,6.195758346,65.20485333,955.651062,204303918,
2018,190230,203,Czechia,186473607616 ,2956761018,5.6,3458.730102,248908731818 ,218628940952 ,10629928,19.57058333,76.42162,8262.0625,23029219,
2018,190230,251,France,667420759741 ,2956761018,5.6,4407.089326,2787863958885 ,2595151045198 ,66965912,,76.01011,8981.466797,118929602,
2018,190230,276,Germany,1315409332891 ,2956761018,5.6,4242.354912,3963767526251 ,3682602479929 ,82905782,,79.34962,8543.78418,183203262,
2018,190230,320,Guatemala,13969525515 ,2956761018,14.1,9071.494523,73118147941 ,71612352645 ,16346950,7.85681375,61.52534,13029.69238,1910125,
2018,190230,344,"China, Hong Kong SAR",643394798125 ,2956761018,0,5524.479441,361696880781 ,341244161577 ,7451000,7.756,85.04858,2095.842529,182215336,
2018,190230,360,Indonesia,191443243509 ,2956761018,18.8,6320.719572,1042240309413 ,1015618742566 ,267663435,10461.24,66.70627333,5291.683594,30174481,
2018,190230,381,Italy,506856859377 ,2956761018,5.6,4343.687731,2091544955092 ,1961796197354 ,60421760,,73.19206,8982.65918,22809844,
2018,190230,392,Japan,759875312417 ,2956761018,17.3,6681.005513,4954806619995 ,4866864409658 ,126529100,97.59565828,78.09557667,1156.669556,40443617,
2018,190230,398,Kazakhstan,34721768925 ,2956761018,12.3,3614.141019,179339994859 ,166805800596 ,18276498.5,152.1291667,76.87746,4227.771973,21735388,
2018,190230,414,Kuwait,37380235154 ,2956761018,4.5,5801.716713,140645364238 ,120707220574 ,4137312,0.283583333,61.78943,7181.024902,2123569,
2018,190230,458,Malaysia,221735105989 ,2956761018,6.5,5124.450436,358715057124 ,319112136545 ,31528585,3.15090855,78.77204,4614.067383,125717000,
2018,190230,484,Mexico,473441791355 ,2956761018,9.4,10308.89991,1222348807283 ,1158913035796 ,126190788,12.77199167,73.42948,12066.00781,3576270,
2018,190230,496,Mongolia,6125977140 ,2956761018,5,4213.722634,13108769496 ,11425755280 ,3170208,1523.9275,67.40642,2003.103271,18537395,
2018,190230,528,Netherlands,548417493258 ,2956761018,5.6,4040.784507,914043438180 ,833869641687 ,17231624,,76.08463,8573.182617,132336645,
2018,190230,554,New Zealand,45058310241 ,2956761018,3.5,12453.21815,207920613962 ,205415864858 ,4841000,1.219407142,87.02213,10293.83691,48877733,
2018,190230,579,Norway,92821296616 ,2956761018,0,4271.332966,434166615432 ,398393955269 ,5311916,5.875,82.65956,7730.766602,18408941,
2018,190230,604,Peru,43743198163 ,2956761018,0,12174.08507,222044970486 ,211007207484 ,31989256,2.701899026,67.76048,16329.76465,503495,
2018,190230,608,Philippines,119619804041 ,2956761018,14.1,7272.806067,346841896890 ,328480738147 ,106651922,42.44618483,59.33172,2615.750732,16395431,
2018,190230,616,Poland,271014771734 ,2956761018,5.6,3258.797436,587411745162 ,526508877305 ,37974750,3.160616667,77.85723,7753.967285,34883382,
2018,190230,643,Russian Federation,246605953599 ,2956761018,12.3,3187.80025,1669583089323 ,1574199387071 ,144477860,31.83714364,76.49870667,6614.064453,18984124,
2018,190230,682,Saudi Arabia,148653112350 ,2956761018,4.5,5669.76797,786521831572 ,688586244287 ,33699947,3.75,62.08336,7557.271973,9663272,
2018,190230,699,India,517005871911 ,2956761018,24,5448.237651,2713165057513 ,2652754685835 ,1352617328,58.59784542,60.88745,4692.671875,11437587,
2018,190230,702,Singapore,385054245178 ,2956761018,0,6588.017181,373217081851 ,341863349989 ,5638676,1.2513,85.57215,4676.682617,54930701,
2018,190230,704,Viet Nam,238190033672 ,2956761018,35.9,4930.004407,245213686369 ,223779865815 ,95540395,20933.41667,66.9796,2740.135254,32078960,
2018,190230,710,South Africa,96117430662 ,2956761018,16.4,8001.718566,368288939768 ,349554116684 ,57779622,9.655056069,65.32778,13723.41309,12726389,
2018,190230,724,Spain,380074959825 ,2956761018,5.6,4801.154184,1422153839841 ,1312539279462 ,46797754,,77.62772,10012.6416,44452367,
2018,190230,757,Switzerland,289593607423 ,2956761018,7.7,4354.251511,705140620047 ,679950481623 ,8514329,0.926903548,76.60784,8878.165039,36326366,
2018,190230,784,United Arab Emirates,254510973245 ,2956761018,4.5,4831.570342,422215043585 ,385605506855 ,9630959,3.6725,79.30036,6909.236328,12429377,
2018,190230,792,Turkey,234394880098 ,2956761018,17.5,4190.365275,778381859841 ,858988610574 ,82319724,1.903768242,70.9145,7967.700684,2300194,
2018,190230,818,Egypt,94326188483 ,2956761018,24.4,3917.856042,249712999437 ,235733695652 ,98423595,6.870325,55.79763,8497.368164,508676,
2018,190230,826,United Kingdom,723877103929 ,2956761018,5.6,5055.523239,2860667727552 ,2666229179958 ,66460344,0.639660578,83.21535,8875.389648,230894264,
2018,190230,842,USA,2629608381499 ,2956761018,,7832.742576,20580159776000 ,19519353692000 ,326687501,1,83.35241,11065.70215,262496559,
2018,190219,12,Algeria,42196119729 ,4187895647,29.9,4744.837598,175405660377 ,170163165961 ,42228429,100.6914333,46.22686,9954.009766,609059,
2018,190219,36,Australia,240422685574 ,4187895647,2.8,10726.78384,1432881172002 ,1329188475752 ,24982688,1.035843097,80.76007,8329.652344,74481213,
2018,190219,40,Austria,186965232670 ,4187895647,7.4,3465.014917,455094861902 ,417237869116 ,8840521,,78.70694,8289.029297,39899081,
2018,190219,56,Belgium,461444842911 ,4187895647,7.4,3899.711045,543734366831 ,502698069367 ,11427054,,72.18146,8722.114258,84407767,
2018,190219,76,Brazil,185290138433 ,4187895647,15.2,9523.405673,1885482534238 ,2062831045936 ,209469333,2.156089151,55.80145,18364.50586,28399944,
2018,190219,104,Myanmar,21113013351 ,4187895647,14.4,4705.567885,76168043982 ,68945867478 ,53708395,933.5704541,42.97482,3796.142578,1526464,
2018,190219,124,Canada,462631936513 ,4187895647,2.2,8033.149812,1716262621082 ,1649878054227 ,37057765,1.02979657,79.30059,10617.70313,157951121,
2018,190219,144,Sri Lanka,18419136335 ,4187895647,29.3,7254.991536,88425889592 ,87428125558 ,21670000,129.0690309,59.95122,5840.512695,458039,
2018,190219,152,Chile,75903274076 ,4187895647,3.4,9096.029589,298258019275 ,277044950259 ,18729160,495.2728776,71.951,18375.18164,38506631,
2018,190219,156,China,2162214649902 ,4187895647,14.5,6517.066155,13894817549374 ,12310409370893 ,1392730000,6.195758346,65.20485333,955.651062,35654676,
2018,190219,203,Czechia,186473607616 ,4187895647,7.4,3900.422442,248908731818 ,218628940952 ,10629928,19.57058333,76.42162,8262.0625,30052103,
2018,190219,251,France,667420759741 ,4187895647,7.4,4577.647373,2787863958885 ,2595151045198 ,66965912,,76.01011,8981.466797,305349961,
2018,190219,276,Germany,1315409332891 ,4187895647,7.4,4205.718341,3963767526251 ,3682602479929 ,82905782,,79.34962,8543.78418,368167746,
2018,190219,320,Guatemala,13969525515 ,4187895647,14.4,7242.011779,73118147941 ,71612352645 ,16346950,7.85681375,61.52534,13029.69238,3196690,
2018,190219,344,"China, Hong Kong SAR",643394798125 ,4187895647,0,6596.403519,361696880781 ,341244161577 ,7451000,7.756,85.04858,2095.842529,80415057,
2018,190219,360,Indonesia,191443243509 ,4187895647,18.7,6496.207342,1042240309413 ,1015618742566 ,267663435,10461.24,66.70627333,5291.683594,6016503,
2018,190219,364,Iran,49556486747 ,4187895647,55,3435.236069,453996479250 ,445345256459 ,81800269,18414.44801,55.69678,6562.448242,1699812,
2018,190219,381,Italy,506856859377 ,4187895647,7.4,4053.772062,2091544955092 ,1961796197354 ,60421760,,73.19206,8982.65918,48081705,
2018,190219,392,Japan,759875312417 ,4187895647,12.8,7326.579659,4954806619995 ,4866864409658 ,126529100,97.59565828,78.09557667,1156.669556,238726053,
2018,190219,398,Kazakhstan,34721768925 ,4187895647,14.2,4110.244898,179339994859 ,166805800596 ,18276498.5,152.1291667,76.87746,4227.771973,3752648,
2018,190219,414,Kuwait,37380235154 ,4187895647,4.6,4788.95766,140645364238 ,120707220574 ,4137312,0.283583333,61.78943,7181.024902,20240392,
2018,190219,458,Malaysia,221735105989 ,4187895647,5.3,5825.57131,358715057124 ,319112136545 ,31528585,3.15090855,78.77204,4614.067383,28228159,
2018,190219,484,Mexico,473441791355 ,4187895647,9.4,8682.362202,1222348807283 ,1158913035796 ,126190788,12.77199167,73.42948,12066.00781,22240188,
2018,190219,496,Mongolia,6125977140 ,4187895647,5,5479.214315,13108769496 ,11425755280 ,3170208,1523.9275,67.40642,2003.103271,2504870,
2018,190219,528,Netherlands,548417493258 ,4187895647,7.4,4136.753404,914043438180 ,833869641687 ,17231624,,76.08463,8573.182617,99797794,
2018,190219,554,New Zealand,45058310241 ,4187895647,3.4,12641.28736,207920613962 ,205415864858 ,4841000,1.219407142,87.02213,10293.83691,12490895,
2018,190219,579,Norway,92821296616 ,4187895647,7.6,4252.950055,434166615432 ,398393955269 ,5311916,5.875,82.65956,7730.766602,20968738,
2018,190219,604,Peru,43743198163 ,4187895647,0,10112.34422,222044970486 ,211007207484 ,31989256,2.701899026,67.76048,16329.76465,1544604,
2018,190219,608,Philippines,119619804041 ,4187895647,14.1,7000.051293,346841896890 ,328480738147 ,106651922,42.44618483,59.33172,2615.750732,26050751,
